playerId,순위,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
64646,1,박찬호,KIA,134,33,27,6,81.8,5,0
65653,2,김호령,KIA,105,13,12,1,92.3,7,0
66614,3,김규성,KIA,133,7,5,2,71.4,0,0
78603,4,김선빈,KIA,84,4,4,0,100,3,0
55636,4,박재현,KIA,58,7,4,3,57.1,0,0
52605,6,김도영,KIA,30,3,3,0,100,1,0
55645,6,위즈덤,KIA,119,3,3,0,100,0,2
61353,8,고종욱,KIA,46,3,2,1,66.7,3,0
67609,8,박정우,KIA,53,3,2,1,66.7,2,0
52667,8,윤도현,KIA,40,3,2,1,66.7,1,0
50657,11,박민,KIA,71,1,1,0,100,0,0
78168,11,서건창,KIA,10,1,1,0,100,0,0
72443,11,최형우,KIA,133,1,1,0,100,4,0
69620,14,김기훈,KIA,2,0,0,0,-,0,0
60337,14,김대유,KIA,1,0,0,0,-,0,0
67610,14,김석환,KIA,47,0,0,0,-,1,0
68928,14,김시훈,KIA,4,0,0,0,-,0,0
78122,14,김태군,KIA,100,0,0,0,-,3,1
69516,14,김현수,KIA,1,0,0,0,-,0,0
62947,14,나성범,KIA,82,0,0,0,-,0,1
55637,14,박헌,KIA,8,0,0,0,-,0,0
69727,14,변우혁,KIA,47,0,0,0,-,0,1
69636,14,오선우,KIA,124,2,0,2,0.0,3,1
55632,14,이성원,KIA,1,0,0,0,-,0,0
65665,14,이준영,KIA,1,0,0,0,-,0,0
64560,14,이창진,KIA,37,2,0,2,0.0,1,0
66609,14,전상현,KIA,1,0,0,0,-,0,0
50662,14,정해영,KIA,1,0,0,0,-,0,0
53659,14,정해원,KIA,24,0,0,0,-,0,0
55926,14,정현창,KIA,16,1,0,1,0.0,0,0
63342,14,조상우,KIA,2,0,0,0,-,0,0
66354,14,주효상,KIA,8,0,0,0,-,0,0
65464,14,최정용,KIA,4,0,0,0,-,0,0
63722,14,한승택,KIA,15,0,0,0,-,0,0
51994,14,한재승,KIA,2,0,0,0,-,0,0
68646,14,한준수,KIA,103,0,0,0,-,1,0
65610,14,황대인,KIA,18,0,0,0,-,1,0
52641,14,황동하,KIA,3,0,0,0,-,0,0
