playerId,순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
61404,22,김헌곤,삼성,우익수,35,23,216,0,0,41,0,0,1.000,0,0,0,-
54408,22,양도근,삼성,유격수,35,9,125 1/3,1,0,23,43,4,0.985,0,0,0,-
68415,24,양창섭,삼성,투수,33,6,63,1,0,3,9,1,0.923,0,0,0,-
69418,25,박승규,삼성,중견수,32,20,177 1/3,0,0,49,1,0,1.000,0,0,0,-
53375,26,후라도,삼성,투수,30,30,197 1/3,0,1,18,27,1,1.000,0,0,0,-
77446,27,백정현,삼성,투수,29,1,32 1/3,0,0,2,3,0,1.000,0,0,0,-
69446,28,원태인,삼성,투수,27,27,166 2/3,4,4,10,25,0,0.897,0,0,0,-
54404,28,육선엽,삼성,투수,27,1,28 2/3,1,0,0,6,1,0.857,0,0,0,-
65320,28,최원태,삼성,투수,27,24,124 1/3,2,1,3,24,0,0.931,0,0,0,-
69418,31,박승규,삼성,우익수,25,14,130,0,0,15,2,0,1.000,0,0,0,-
51454,31,이승현,삼성,투수,25,23,101 1/3,0,0,3,13,0,1.000,0,0,0,-
55438,33,심재훈,삼성,2루수,22,9,100 1/3,0,0,18,26,8,1.000,0,0,0,-
68463,34,윤정빈,삼성,우익수,19,10,98,0,0,20,1,0,1.000,0,0,0,-
78352,35,임창민,삼성,투수,16,0,13,1,0,0,1,0,0.500,0,0,0,-
55460,36,가라비토,삼성,투수,15,15,78 1/3,1,1,5,10,1,0.938,0,0,0,-
65040,36,김태훈,삼성,좌익수,15,10,75 2/3,2,0,20,0,0,0.909,0,0,0,-
65040,36,김태훈,삼성,우익수,15,9,66,0,0,11,1,0,1.000,0,0,0,-
62234,36,류지혁,삼성,1루수,15,4,52,0,0,54,2,7,1.000,0,0,0,-
50441,36,황동재,삼성,투수,15,1,20 2/3,1,0,0,1,0,0.500,0,0,0,-
75125,41,박병호,삼성,1루수,14,12,84,2,0,56,12,6,0.971,0,0,0,-
54408,41,양도근,삼성,3루수,14,7,69 2/3,2,0,6,17,0,0.920,0,0,0,-
62234,43,류지혁,삼성,3루수,13,9,87,1,0,5,14,2,0.950,0,0,0,-
75421,44,오승환,삼성,투수,12,0,9,0,0,0,1,0,1.000,0,0,0,-
66409,44,이성규,삼성,좌익수,12,8,73,0,0,22,1,0,1.000,0,0,0,-
65586,44,전병우,삼성,1루수,12,0,23 1/3,1,0,21,1,3,0.957,0,0,0,-
67005,44,홍현빈,삼성,좌익수,12,0,22,1,0,6,0,0,0.857,0,0,0,-
54401,48,김대호,삼성,투수,11,4,21,0,0,1,2,0,1.000,0,0,0,-
69418,48,박승규,삼성,좌익수,11,7,65,1,0,18,0,0,0.947,0,0,0,-
51460,48,이재희,삼성,투수,11,0,9,0,0,0,0,0,-,0,0,0,-
54443,51,레예스,삼성,투수,10,10,50,0,1,3,6,0,1.000,0,0,0,-
67005,52,홍현빈,삼성,중견수,9,5,45 2/3,0,0,16,0,0,1.000,0,0,0,-
63492,53,이재익,삼성,투수,7,0,7 1/3,0,0,0,1,0,1.000,0,0,0,-
65586,53,전병우,삼성,2루수,7,4,20,0,0,8,5,1,1.000,0,0,0,-
69442,55,김도환,삼성,포수,6,5,31,0,0,23,1,0,1.000,0,4,1,20.0
66406,55,안주형,삼성,2루수,6,4,31,2,0,8,8,0,0.889,0,0,0,-
69403,55,양우현,삼성,2루수,6,1,21,1,0,4,5,1,0.900,0,0,0,-
66409,55,이성규,삼성,중견수,6,2,34 1/3,0,0,9,1,0,1.000,0,0,0,-
52424,59,김재혁,삼성,중견수,5,0,8,0,0,2,0,0,1.000,0,0,0,-
73801,59,송은범,삼성,투수,5,0,6,0,0,0,1,0,1.000,0,0,0,-
69207,61,김태근,삼성,좌익수,4,1,18,0,0,2,0,0,1.000,0,0,0,-
61268,61,양현,삼성,투수,4,0,3 1/3,0,0,0,0,0,-,0,0,0,-
66409,61,이성규,삼성,1루수,4,1,8,0,0,6,0,2,1.000,0,0,0,-
66451,61,최충연,삼성,투수,4,0,1 2/3,0,0,0,0,0,-,0,0,0,-
69207,65,김태근,삼성,우익수,3,1,11,0,0,3,0,0,1.000,0,0,0,-
66406,65,안주형,삼성,유격수,3,0,6,0,0,1,3,1,1.000,0,0,0,-
54408,65,양도근,삼성,중견수,3,0,5,0,0,1,0,0,1.000,0,0,0,-
51407,65,이창용,삼성,1루수,3,1,10,1,0,12,0,2,0.923,0,0,0,-
55440,65,함수호,삼성,좌익수,3,2,16,0,0,2,0,0,1.000,0,0,0,-
61365,70,김대우,삼성,투수,2,0,2/3,0,0,0,0,0,-,0,0,0,-
67449,70,김성윤,삼성,좌익수,2,0,2,0,0,0,0,0,-,0,0,0,-
65040,70,김태훈,삼성,1루수,2,0,3,0,0,4,0,0,1.000,0,0,0,-
69403,70,양우현,삼성,유격수,2,2,8,0,0,1,4,1,1.000,0,0,0,-
69416,70,이해승,삼성,유격수,2,1,10,1,0,1,2,0,0.750,0,0,0,-
69416,70,이해승,삼성,3루수,2,0,7 1/3,1,0,1,1,0,0.667,0,0,0,-
62146,70,최성훈,삼성,투수,2,0,1,0,0,0,1,0,1.000,0,0,0,-
50430,70,홍원표,삼성,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
67005,70,홍현빈,삼성,우익수,2,0,2,0,0,0,0,0,-,0,0,0,-
52430,79,김영웅,삼성,유격수,1,0,1 1/3,0,0,1,0,1,1.000,0,0,0,-
52424,79,김재혁,삼성,좌익수,1,0,3 2/3,0,0,0,0,0,-,0,0,0,-
69207,79,김태근,삼성,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
53411,79,박진우,삼성,포수,1,0,1,0,0,0,0,0,-,0,0,0,-
55438,79,심재훈,삼성,유격수,1,0,1,0,0,1,1,0,1.000,0,0,0,-
68463,79,윤정빈,삼성,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
68463,79,윤정빈,삼성,1루수,1,0,3,0,0,0,1,0,1.000,0,0,0,-
63960,79,이상민,삼성,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
54467,79,정민성,삼성,투수,1,1,1,0,0,0,0,0,-,0,0,0,-
55440,79,함수호,삼성,우익수,1,1,3,0,0,1,0,0,1.000,0,0,0,-
